EnviroPad,Time,Temperature(°C)
169,24/10/2023 10:24:24,231.2
170,24/10/2023 10:24:25,231.3
171,24/10/2023 10:24:26,231.3
172,24/10/2023 10:24:27,231.4
173,24/10/2023 10:24:28,231.4
174,24/10/2023 10:24:29,231.5
175,24/10/2023 10:24:30,231.5
176,24/10/2023 10:24:31,231.7
177,24/10/2023 10:24:32,231.9
178,24/10/2023 10:24:33,232.4
179,24/10/2023 10:24:34,232.9
180,24/10/2023 10:24:35,233.3
181,24/10/2023 10:24:36,234.0
182,24/10/2023 10:24:37,234.3
183,24/10/2023 10:24:38,235.0
184,24/10/2023 10:24:39,235.2
185,24/10/2023 10:24:40,236.0
186,24/10/2023 10:24:41,236.2
187,24/10/2023 10:24:42,236.7
188,24/10/2023 10:24:43,236.9
189,24/10/2023 10:24:44,237.2
190,24/10/2023 10:24:45,237.4
191,24/10/2023 10:24:46,237.6
192,24/10/2023 10:24:47,237.8
193,24/10/2023 10:24:48,237.9
194,24/10/2023 10:24:49,238.0
195,24/10/2023 10:24:50,238.0
196,24/10/2023 10:24:51,238.0
197,24/10/2023 10:24:52,238.0
198,24/10/2023 10:24:53,238.0
199,24/10/2023 10:24:54,238.0
200,24/10/2023 10:24:55,237.9
201,24/10/2023 10:24:56,237.9
202,24/10/2023 10:24:57,237.9
203,24/10/2023 10:24:58,237.9
204,24/10/2023 10:24:59,237.9
205,24/10/2023 10:25:00,238.0
206,24/10/2023 10:25:01,238.2
207,24/10/2023 10:25:02,238.7
208,24/10/2023 10:25:03,239.1
209,24/10/2023 10:25:04,239.7
210,24/10/2023 10:25:05,240.1
211,24/10/2023 10:25:06,240.6
212,24/10/2023 10:25:07,241.1
213,24/10/2023 10:25:08,241.5
214,24/10/2023 10:25:09,241.7
215,24/10/2023 10:25:10,242.1
216,24/10/2023 10:25:11,242.2
217,24/10/2023 10:25:12,242.6
218,24/10/2023 10:25:13,242.8
219,24/10/2023 10:25:14,243.0
220,24/10/2023 10:25:15,243.1
221,24/10/2023 10:25:16,243.1
222,24/10/2023 10:25:17,243.1
223,24/10/2023 10:25:18,243.1
224,24/10/2023 10:25:19,243.1
225,24/10/2023 10:25:20,243.1
226,24/10/2023 10:25:21,243.0
227,24/10/2023 10:25:22,243.0
228,24/10/2023 10:25:23,243.0
229,24/10/2023 10:25:24,243.0
230,24/10/2023 10:25:25,242.7
231,24/10/2023 10:25:26,242.6
232,24/10/2023 10:25:27,242.5
233,24/10/2023 10:25:28,242.5
234,24/10/2023 10:25:29,242.6
235,24/10/2023 10:25:30,242.9
236,24/10/2023 10:25:31,243.2
237,24/10/2023 10:25:32,243.7
238,24/10/2023 10:25:33,244.0
239,24/10/2023 10:25:34,244.4
240,24/10/2023 10:25:35,244.8
241,24/10/2023 10:25:36,245.3
242,24/10/2023 10:25:37,245.5
243,24/10/2023 10:25:38,246.0
244,24/10/2023 10:25:39,246.1
245,24/10/2023 10:25:40,246.5
246,24/10/2023 10:25:41,246.6
247,24/10/2023 10:25:42,246.7
248,24/10/2023 10:25:43,246.7
249,24/10/2023 10:25:44,246.8
250,24/10/2023 10:25:45,246.8
251,24/10/2023 10:25:46,246.9
252,24/10/2023 10:25:47,246.9
253,24/10/2023 10:25:48,246.8
254,24/10/2023 10:25:49,246.8
255,24/10/2023 10:25:50,246.6
256,24/10/2023 10:25:51,246.6
257,24/10/2023 10:25:52,246.4
258,24/10/2023 10:25:53,246.2
259,24/10/2023 10:25:54,246.1
260,24/10/2023 10:25:55,245.9
261,24/10/2023 10:25:56,245.8
262,24/10/2023 10:25:57,245.6
263,24/10/2023 10:25:58,245.5
264,24/10/2023 10:25:59,245.3
265,24/10/2023 10:26:00,245.3
266,24/10/2023 10:26:01,245.4
267,24/10/2023 10:26:02,245.4
268,24/10/2023 10:26:03,245.8
269,24/10/2023 10:26:04,246.0
270,24/10/2023 10:26:05,246.6
271,24/10/2023 10:26:06,247.0
272,24/10/2023 10:26:07,247.3
273,24/10/2023 10:26:08,247.6
274,24/10/2023 10:26:09,247.9
275,24/10/2023 10:26:10,248.3
276,24/10/2023 10:26:11,248.4
277,24/10/2023 10:26:12,248.7
278,24/10/2023 10:26:13,248.7
279,24/10/2023 10:26:14,248.9
280,24/10/2023 10:26:15,249.0
281,24/10/2023 10:26:16,249.0
282,24/10/2023 10:26:17,249.0
283,24/10/2023 10:26:18,249.0
284,24/10/2023 10:26:19,249.0
285,24/10/2023 10:26:20,248.9
286,24/10/2023 10:26:21,248.8
287,24/10/2023 10:26:22,248.7
288,24/10/2023 10:26:23,248.5
289,24/10/2023 10:26:24,248.3
290,24/10/2023 10:26:25,248.1
291,24/10/2023 10:26:26,248.1
292,24/10/2023 10:26:27,247.7
293,24/10/2023 10:26:28,247.6
294,24/10/2023 10:26:29,247.2
295,24/10/2023 10:26:30,247.2
296,24/10/2023 10:26:31,247.0
297,24/10/2023 10:26:32,246.9
298,24/10/2023 10:26:33,247.0
299,24/10/2023 10:26:34,247.2
300,24/10/2023 10:26:35,247.4
301,24/10/2023 10:26:36,247.9
302,24/10/2023 10:26:37,248.1
303,24/10/2023 10:26:38,248.7
304,24/10/2023 10:26:39,248.7
305,24/10/2023 10:26:40,249.3
306,24/10/2023 10:26:41,249.4
307,24/10/2023 10:26:42,249.7
308,24/10/2023 10:26:43,249.9
309,24/10/2023 10:26:44,250.1
310,24/10/2023 10:26:45,250.2
311,24/10/2023 10:26:46,250.3
312,24/10/2023 10:26:47,250.4
313,24/10/2023 10:26:48,250.4
314,24/10/2023 10:26:49,250.4
315,24/10/2023 10:26:50,250.4
316,24/10/2023 10:26:51,250.2
317,24/10/2023 10:26:52,250.2
318,24/10/2023 10:26:53,250.1
319,24/10/2023 10:26:54,250.0
320,24/10/2023 10:26:55,249.7
321,24/10/2023 10:26:56,249.6
322,24/10/2023 10:26:57,249.4
323,24/10/2023 10:26:58,249.1
324,24/10/2023 10:26:59,249.0
325,24/10/2023 10:27:00,248.6
326,24/10/2023 10:27:01,248.5
327,24/10/2023 10:27:02,248.1
328,24/10/2023 10:27:03,248.1
329,24/10/2023 10:27:04,247.9
330,24/10/2023 10:27:05,247.8
331,24/10/2023 10:27:06,247.9
332,24/10/2023 10:27:07,247.9
333,24/10/2023 10:27:08,248.3
334,24/10/2023 10:27:09,248.5
335,24/10/2023 10:27:10,248.7
336,24/10/2023 10:27:11,249.2
337,24/10/2023 10:27:12,249.2
338,24/10/2023 10:27:13,249.5
339,24/10/2023 10:27:14,249.5
340,24/10/2023 10:27:15,250.0
341,24/10/2023 10:27:16,250.1
342,24/10/2023 10:27:17,250.2
343,24/10/2023 10:27:18,250.2
344,24/10/2023 10:27:19,250.3
345,24/10/2023 10:27:20,250.4
346,24/10/2023 10:27:21,250.3
347,24/10/2023 10:27:22,250.3
348,24/10/2023 10:27:23,250.3
349,24/10/2023 10:27:24,250.1
350,24/10/2023 10:27:25,250.0
351,24/10/2023 10:27:26,249.9
352,24/10/2023 10:27:27,249.8
353,24/10/2023 10:27:28,249.6
354,24/10/2023 10:27:29,249.5
355,24/10/2023 10:27:30,249.2
356,24/10/2023 10:27:31,249.1
357,24/10/2023 10:27:32,248.6
358,24/10/2023 10:27:33,248.5
359,24/10/2023 10:27:34,248.4
360,24/10/2023 10:27:35,248.4
361,24/10/2023 10:27:36,248.4
362,24/10/2023 10:27:37,248.5
363,24/10/2023 10:27:38,248.7
364,24/10/2023 10:27:39,248.8
365,24/10/2023 10:27:40,248.9
366,24/10/2023 10:27:41,249.2
367,24/10/2023 10:27:42,249.3
368,24/10/2023 10:27:43,249.5
369,24/10/2023 10:27:44,249.6
370,24/10/2023 10:27:45,249.7
371,24/10/2023 10:27:46,249.7
372,24/10/2023 10:27:47,249.8
373,24/10/2023 10:27:48,249.8
374,24/10/2023 10:27:49,249.7
375,24/10/2023 10:27:50,249.7
376,24/10/2023 10:27:51,249.6
377,24/10/2023 10:27:52,249.6
378,24/10/2023 10:27:53,249.4
379,24/10/2023 10:27:54,249.4
380,24/10/2023 10:27:55,249.2
381,24/10/2023 10:27:56,249.1
382,24/10/2023 10:27:57,248.8
383,24/10/2023 10:27:58,248.5
384,24/10/2023 10:27:59,248.4
385,24/10/2023 10:28:00,248.3
386,24/10/2023 10:28:01,248.3
387,24/10/2023 10:28:02,248.3
388,24/10/2023 10:28:03,248.3
389,24/10/2023 10:28:04,248.6
390,24/10/2023 10:28:05,248.7
391,24/10/2023 10:28:06,249.1
392,24/10/2023 10:28:07,249.2
393,24/10/2023 10:28:08,249.6
394,24/10/2023 10:28:09,249.6
395,24/10/2023 10:28:10,249.9
396,24/10/2023 10:28:11,249.9
397,24/10/2023 10:28:12,250.1
398,24/10/2023 10:28:13,250.1
399,24/10/2023 10:28:14,250.1
400,24/10/2023 10:28:15,250.1
401,24/10/2023 10:28:16,250.1
402,24/10/2023 10:28:17,250.0
403,24/10/2023 10:28:18,249.9
404,24/10/2023 10:28:19,249.7
405,24/10/2023 10:28:20,249.6
406,24/10/2023 10:28:21,249.4
407,24/10/2023 10:28:22,249.3
408,24/10/2023 10:28:23,249.1
409,24/10/2023 10:28:24,249.0
410,24/10/2023 10:28:25,248.8
411,24/10/2023 10:28:26,248.6
412,24/10/2023 10:28:27,248.6
413,24/10/2023 10:28:28,248.5
414,24/10/2023 10:28:29,248.6
415,24/10/2023 10:28:30,248.7
416,24/10/2023 10:28:31,248.8
417,24/10/2023 10:28:32,249.1
418,24/10/2023 10:28:33,249.2
419,24/10/2023 10:28:34,249.5
420,24/10/2023 10:28:35,249.6
421,24/10/2023 10:28:36,249.8
422,24/10/2023 10:28:37,249.9
423,24/10/2023 10:28:38,250.0
424,24/10/2023 10:28:39,250.1
425,24/10/2023 10:28:40,250.1
426,24/10/2023 10:28:41,250.0
427,24/10/2023 10:28:42,250.0
428,24/10/2023 10:28:43,250.0
429,24/10/2023 10:28:44,249.9
430,24/10/2023 10:28:45,249.8
431,24/10/2023 10:28:46,249.7
432,24/10/2023 10:28:47,249.6
433,24/10/2023 10:28:48,249.5
434,24/10/2023 10:28:49,249.2
435,24/10/2023 10:28:50,249.1
436,24/10/2023 10:28:51,248.8
437,24/10/2023 10:28:52,248.6
438,24/10/2023 10:28:53,248.5
439,24/10/2023 10:28:54,248.5
440,24/10/2023 10:28:55,248.5
441,24/10/2023 10:28:56,248.8
442,24/10/2023 10:28:57,248.8
443,24/10/2023 10:28:58,249.0
444,24/10/2023 10:28:59,249.2
445,24/10/2023 10:29:00,249.3
446,24/10/2023 10:29:01,249.3
447,24/10/2023 10:29:02,249.4
448,24/10/2023 10:29:03,249.8
449,24/10/2023 10:29:04,249.9
450,24/10/2023 10:29:05,249.9
451,24/10/2023 10:29:06,249.9
452,24/10/2023 10:29:07,249.8
453,24/10/2023 10:29:08,249.8
454,24/10/2023 10:29:09,249.7
455,24/10/2023 10:29:10,249.7
456,24/10/2023 10:29:11,249.5
457,24/10/2023 10:29:12,249.4
458,24/10/2023 10:29:13,249.2
459,24/10/2023 10:29:14,248.9
460,24/10/2023 10:29:15,248.9
461,24/10/2023 10:29:16,248.6
462,24/10/2023 10:29:17,248.4
463,24/10/2023 10:29:18,248.1
464,24/10/2023 10:29:19,248.0
465,24/10/2023 10:29:20,247.9
466,24/10/2023 10:29:21,247.9
467,24/10/2023 10:29:22,248.0
468,24/10/2023 10:29:23,248.1
469,24/10/2023 10:29:24,248.4
470,24/10/2023 10:29:25,248.8
471,24/10/2023 10:29:26,249.1
472,24/10/2023 10:29:27,249.7
473,24/10/2023 10:29:28,249.8
474,24/10/2023 10:29:29,250.2
475,24/10/2023 10:29:30,250.4
476,24/10/2023 10:29:31,250.7
477,24/10/2023 10:29:32,250.9
478,24/10/2023 10:29:33,251.0
479,24/10/2023 10:29:34,251.1
480,24/10/2023 10:29:35,251.2
481,24/10/2023 10:29:36,251.2
482,24/10/2023 10:29:37,251.2
483,24/10/2023 10:29:38,251.2
484,24/10/2023 10:29:39,251.2
485,24/10/2023 10:29:40,251.0
486,24/10/2023 10:29:41,251.0
487,24/10/2023 10:29:42,250.9
488,24/10/2023 10:29:43,250.7
489,24/10/2023 10:29:44,250.5
490,24/10/2023 10:29:45,250.4
491,24/10/2023 10:29:46,250.1
492,24/10/2023 10:29:47,249.9
493,24/10/2023 10:29:48,249.7
494,24/10/2023 10:29:49,249.4
495,24/10/2023 10:29:50,249.2
496,24/10/2023 10:29:51,249.0
497,24/10/2023 10:29:52,248.8
498,24/10/2023 10:29:53,248.7
499,24/10/2023 10:29:54,248.7
500,24/10/2023 10:29:55,248.7
501,24/10/2023 10:29:56,248.8
502,24/10/2023 10:29:57,249.1
503,24/10/2023 10:29:58,249.2
504,24/10/2023 10:29:59,249.5
505,24/10/2023 10:30:00,249.6
506,24/10/2023 10:30:01,249.8
507,24/10/2023 10:30:02,249.8
508,24/10/2023 10:30:03,250.0
509,24/10/2023 10:30:04,250.1
510,24/10/2023 10:30:05,250.2
511,24/10/2023 10:30:06,250.2
512,24/10/2023 10:30:07,250.2
513,24/10/2023 10:30:08,250.1
514,24/10/2023 10:30:09,250.1
515,24/10/2023 10:30:10,250.0
516,24/10/2023 10:30:11,249.9
517,24/10/2023 10:30:12,249.7
518,24/10/2023 10:30:13,249.5
519,24/10/2023 10:30:14,249.3
520,24/10/2023 10:30:15,249.2
521,24/10/2023 10:30:16,248.9
522,24/10/2023 10:30:17,248.8
523,24/10/2023 10:30:18,248.5
524,24/10/2023 10:30:19,248.4
525,24/10/2023 10:30:20,248.4
526,24/10/2023 10:30:21,248.4
527,24/10/2023 10:30:22,248.4
528,24/10/2023 10:30:23,248.6
529,24/10/2023 10:30:24,248.7
530,24/10/2023 10:30:25,249.0
531,24/10/2023 10:30:26,249.1
532,24/10/2023 10:30:27,249.3
533,24/10/2023 10:30:28,249.5
534,24/10/2023 10:30:29,249.7
535,24/10/2023 10:30:30,249.8
536,24/10/2023 10:30:31,249.9
537,24/10/2023 10:30:32,250.0
538,24/10/2023 10:30:33,250.0
539,24/10/2023 10:30:34,250.0
540,24/10/2023 10:30:35,249.9
541,24/10/2023 10:30:36,249.9
542,24/10/2023 10:30:37,249.8
543,24/10/2023 10:30:38,249.6
544,24/10/2023 10:30:39,249.6
545,24/10/2023 10:30:40,249.3
546,24/10/2023 10:30:41,249.2
547,24/10/2023 10:30:42,248.9
548,24/10/2023 10:30:43,248.8
549,24/10/2023 10:30:44,248.6
550,24/10/2023 10:30:45,248.5
551,24/10/2023 10:30:46,248.2
552,24/10/2023 10:30:47,248.1
553,24/10/2023 10:30:48,248.1
554,24/10/2023 10:30:49,248.2
555,24/10/2023 10:30:50,248.2
556,24/10/2023 10:30:51,248.5
557,24/10/2023 10:30:52,248.9
558,24/10/2023 10:30:53,249.4
559,24/10/2023 10:30:54,249.6
560,24/10/2023 10:30:55,250.0
561,24/10/2023 10:30:56,250.1
562,24/10/2023 10:30:57,250.5
563,24/10/2023 10:30:58,250.7
564,24/10/2023 10:30:59,250.9
565,24/10/2023 10:31:00,251.1
566,24/10/2023 10:31:01,251.1
567,24/10/2023 10:31:02,251.2
568,24/10/2023 10:31:03,251.2
569,24/10/2023 10:31:04,251.2
570,24/10/2023 10:31:05,251.2
571,24/10/2023 10:31:06,251.1
572,24/10/2023 10:31:07,251.0
573,24/10/2023 10:31:08,250.9
574,24/10/2023 10:31:09,250.8
575,24/10/2023 10:31:10,250.7
576,24/10/2023 10:31:11,250.6
577,24/10/2023 10:31:12,250.4
578,24/10/2023 10:31:13,250.1
579,24/10/2023 10:31:14,250.0
580,24/10/2023 10:31:15,249.7
581,24/10/2023 10:31:16,249.6
582,24/10/2023 10:31:17,249.2
583,24/10/2023 10:31:18,249.2
584,24/10/2023 10:31:19,248.9
585,24/10/2023 10:31:20,248.9
586,24/10/2023 10:31:21,249.0
587,24/10/2023 10:31:22,249.1
588,24/10/2023 10:31:23,249.2
589,24/10/2023 10:31:24,249.5
590,24/10/2023 10:31:25,249.6
591,24/10/2023 10:31:26,249.9
592,24/10/2023 10:31:27,249.9
593,24/10/2023 10:31:28,250.2
594,24/10/2023 10:31:29,250.2
595,24/10/2023 10:31:30,250.3
596,24/10/2023 10:31:31,250.4
597,24/10/2023 10:31:32,250.4
598,24/10/2023 10:31:33,250.4
599,24/10/2023 10:31:34,250.4
600,24/10/2023 10:31:35,250.4
601,24/10/2023 10:31:36,250.3
602,24/10/2023 10:31:37,250.1
603,24/10/2023 10:31:38,250.1
604,24/10/2023 10:31:39,249.8
605,24/10/2023 10:31:40,249.7
606,24/10/2023 10:31:41,249.6
607,24/10/2023 10:31:42,249.4
608,24/10/2023 10:31:43,249.2
609,24/10/2023 10:31:44,249.1
610,24/10/2023 10:31:45,248.8
611,24/10/2023 10:31:46,248.6
612,24/10/2023 10:31:47,248.5
613,24/10/2023 10:31:48,248.5
614,24/10/2023 10:31:49,248.5
615,24/10/2023 10:31:50,248.6
616,24/10/2023 10:31:51,248.8
617,24/10/2023 10:31:52,248.9
618,24/10/2023 10:31:53,249.0
619,24/10/2023 10:31:54,249.4
620,24/10/2023 10:31:55,249.5
621,24/10/2023 10:31:56,249.7
622,24/10/2023 10:31:57,249.8
623,24/10/2023 10:31:58,249.9
624,24/10/2023 10:31:59,249.9
625,24/10/2023 10:32:00,249.9
626,24/10/2023 10:32:01,249.9
627,24/10/2023 10:32:02,249.9
628,24/10/2023 10:32:03,249.9
629,24/10/2023 10:32:04,249.8
630,24/10/2023 10:32:05,249.7
631,24/10/2023 10:32:06,249.6
632,24/10/2023 10:32:07,249.4
633,24/10/2023 10:32:08,249.3
634,24/10/2023 10:32:09,249.1
635,24/10/2023 10:32:10,249.0
636,24/10/2023 10:32:11,248.7
637,24/10/2023 10:32:12,248.6
638,24/10/2023 10:32:13,248.3
639,24/10/2023 10:32:14,248.3
640,24/10/2023 10:32:15,248.3
641,24/10/2023 10:32:16,248.3
642,24/10/2023 10:32:17,248.5
643,24/10/2023 10:32:18,248.6
644,24/10/2023 10:32:19,248.9
645,24/10/2023 10:32:20,249.1
646,24/10/2023 10:32:21,249.4
647,24/10/2023 10:32:22,249.5
648,24/10/2023 10:32:23,249.8
649,24/10/2023 10:32:24,250.0
650,24/10/2023 10:32:25,250.1
651,24/10/2023 10:32:26,250.2
652,24/10/2023 10:32:27,250.2
653,24/10/2023 10:32:28,250.3
654,24/10/2023 10:32:29,250.3
655,24/10/2023 10:32:30,250.2
656,24/10/2023 10:32:31,250.2
657,24/10/2023 10:32:32,250.0
658,24/10/2023 10:32:33,250.0
659,24/10/2023 10:32:34,249.8
660,24/10/2023 10:32:35,249.7
661,24/10/2023 10:32:36,249.6
662,24/10/2023 10:32:37,249.5
663,24/10/2023 10:32:38,249.4
664,24/10/2023 10:32:39,249.4
665,24/10/2023 10:32:40,249.2
666,24/10/2023 10:32:41,248.8
667,24/10/2023 10:32:42,248.6
668,24/10/2023 10:32:43,248.3
669,24/10/2023 10:32:44,248.3
670,24/10/2023 10:32:45,248.4
671,24/10/2023 10:32:46,248.4
672,24/10/2023 10:32:47,248.7
673,24/10/2023 10:32:48,248.9
674,24/10/2023 10:32:49,249.2
675,24/10/2023 10:32:50,249.3
676,24/10/2023 10:32:51,249.4
677,24/10/2023 10:32:52,249.6
678,24/10/2023 10:32:53,249.7
679,24/10/2023 10:32:54,249.8
680,24/10/2023 10:32:55,249.9
681,24/10/2023 10:32:56,249.9
682,24/10/2023 10:32:57,249.9
683,24/10/2023 10:32:58,249.9
684,24/10/2023 10:32:59,249.8
685,24/10/2023 10:33:00,249.8
686,24/10/2023 10:33:01,249.7
687,24/10/2023 10:33:02,249.6
688,24/10/2023 10:33:03,249.4
689,24/10/2023 10:33:04,249.3
690,24/10/2023 10:33:05,248.9
691,24/10/2023 10:33:06,248.8
692,24/10/2023 10:33:07,248.6
693,24/10/2023 10:33:08,248.5
694,24/10/2023 10:33:09,248.3
695,24/10/2023 10:33:10,248.2
696,24/10/2023 10:33:11,248.2
697,24/10/2023 10:33:12,248.3
698,24/10/2023 10:33:13,248.4
699,24/10/2023 10:33:14,248.7
700,24/10/2023 10:33:15,248.8
701,24/10/2023 10:33:16,249.3
702,24/10/2023 10:33:17,249.3
703,24/10/2023 10:33:18,249.6
704,24/10/2023 10:33:19,249.7
705,24/10/2023 10:33:20,249.9
706,24/10/2023 10:33:21,250.1
707,24/10/2023 10:33:22,250.2
708,24/10/2023 10:33:23,250.3
709,24/10/2023 10:33:24,250.3
710,24/10/2023 10:33:25,250.3
711,24/10/2023 10:33:26,250.2
712,24/10/2023 10:33:27,250.2
713,24/10/2023 10:33:28,250.1
714,24/10/2023 10:33:29,250.0
715,24/10/2023 10:33:30,250.0
716,24/10/2023 10:33:31,249.7
717,24/10/2023 10:33:32,249.6
718,24/10/2023 10:33:33,249.4
719,24/10/2023 10:33:34,249.2
720,24/10/2023 10:33:35,249.1
721,24/10/2023 10:33:36,248.9
722,24/10/2023 10:33:37,248.7
723,24/10/2023 10:33:38,248.5
724,24/10/2023 10:33:39,248.3
725,24/10/2023 10:33:40,248.1
726,24/10/2023 10:33:41,248.1
727,24/10/2023 10:33:42,248.2
728,24/10/2023 10:33:43,248.3
729,24/10/2023 10:33:44,248.6
730,24/10/2023 10:33:45,248.8
731,24/10/2023 10:33:46,249.2
732,24/10/2023 10:33:47,249.2
733,24/10/2023 10:33:48,249.7
734,24/10/2023 10:33:49,249.8
